text,label
"What truly matters is not which party controls our government, but whether our government is controlled by the people.",Campaign
"power from Washington, D.C. and giving it back to you, the American People. # InaugurationDay",Campaign
"Today we are not merely transferring power from one Administration to another, or from one party to another – but we are transferring...",Campaign
It all begins today! I will see you at 11:00 A.M. for the swearing-in. THE MOVEMENT CONTINUES - THE WORK BEGINS!,Campaign
"Thank you for joining us at the Lincoln Memorial tonight- a very special evening! Together, we are going to MAKE AMERICA GREAT AGAIN!pic.twitter.com/5d774OCx5o",Campaign
A fantastic day and evening in Washington D.C.Thank you to @ FoxNews and so many other news outlets for the GREAT reviews of the speech!,Fox News
"Had a great meeting at CIA Headquarters yesterday, packed house, paid great respect to Wall, long standing ovations, amazing people. WIN!",Campaign
Busy week planned with a heavy focus on jobs and national security. Top executives coming in at 9:00 A.M. to talk manufacturing in America.,Campaign
"Great meeting with automobile industry leaders at the @ WhiteHouse this morning. Together, we will # MAGA!pic.twitter.com/OXdiLOkGsZ",Campaign
Will be meeting at 9:00 with top automobile executives concerning jobs in America. I want new plants to be built here for cars sold here!,Campaign
"even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!",Campaign
"I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and....",Campaign
"Big day planned on NATIONAL SECURITY tomorrow. Among many other things, we will build the wall!",Campaign
Congratulations to @ FoxNews for being number one in inauguration ratings. They were many times higher than FAKE NEWS @ CNN - public is smart!,Fox News
Will be interviewed by @ SeanHannity on @ FoxNews at 10:00pm tonight. Enjoy!,Fox News
"Ungrateful TRAITOR Chelsea Manning, who should never have been released from prison, is now calling President Obama a weak leader. Terrible!",Obama
"As your President, I have no higher duty than to protect the lives of the American people.pic.twitter.com/o7YNUNwb8f",Campaign
"Beginning today, the United States of America gets back control of its borders. Full speech from today @ DHSgov: http://bit.ly/2jSZomhDHS pic.twitter.com/48iZam5Fai",Campaign
I promise that our administration will ALWAYS have your back. We will ALWAYS be with you!pic.twitter.com/D0aOWhOH4X,Campaign
. @ VP Mike Pence will be speaking at today's # MarchForLife -- You have our full support!https://twitter.com/vp/status/824757313441525761 …,Campaign
"Mexico has taken advantage of the U.S. for long enough. Massive trade deficits & little help on the very weak border must change, NOW!",Campaign
"Look forward to seeing final results of VoteStand. Gregg Phillips and crew say at least 3,000,000 votes were illegal. We must do better!",Campaign
"...dwindling subscribers and readers.They got me wrong right from the beginning and still have not changed course, and never will. DISHONEST",Fake News
Thr coverage about me in the @ nytimes and the @ washingtonpost gas been so false and angry that the times actually apologized to its.....,Fake News
"The failing @ nytimes has been wrong about me from the very beginning. Said I would lose the primaries, then the general election. FAKE NEWS!",Fake News
"...Senators should focus their energies on ISIS, illegal immigration and border security instead of always looking to start World War III.",Campaign
"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",Campaign
Somebody with aptitude and conviction should buy the FAKE NEWS and failing @ nytimes and either run it correctly or let it fold with dignity!,Fake News
"The American dream is back. We’re going to create an environment for small business like we haven’t had in many, many decades!pic.twitter.com/ZuJNaN6z8b",Campaign
Where was all the outrage from Democrats and the opposition party (the media) when our jobs were fleeing our country?,Democrats
"If the ban were announced with a one week notice, the ""bad"" would rush into our country during that week. A lot of bad ""dudes"" out there!",Campaign
There is nothing nice about searching for terrorists before they can enter our country. This was a big part of my campaign. Study the world!,Campaign
protesters and the tears of Senator Schumer. Secretary Kelly said that all is going well with very few problems. MAKE AMERICA SAFE AGAIN!,Democrats
When will the Democrats give us our Attorney General and rest of Cabinet! They should be ashamed of themselves! No wonder D.C. doesn't work!,Democrats
Nancy Pelosi and Fake Tears Chuck Schumer held a rally at the steps of The Supreme Court and mic did not work (a mess)-just like Dem party!,Trump Attack
The Democrats are delaying my cabinet picks for purely political reasons. They have nothing going but to obstruct. Now have an Obama A.G.,Democrats
"There is incredible progress on the site of Trump Tower Punta del Este, Uruguay, situated on the sands of Playa Brava http://www.trump.com/Real_Estate_Portfolio/Punta_Del_Este/Trump_Tower_Punta_Del_Este.asp …",Real Estate
"On 800 pristine Miami acres, @ TrumpDoral boasts luxurious accommodations, world-class dining & championship golf http://www.trumphotelcollection.com/miami/doral-miami-resorts.php …",Real Estate
"I am in Las Vegas, at the best hotel (by far), Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!",Real Estate
"With 46-stories and 391 beautiful rooms, @TrumpSoHo offers a wide array of AAA Five Diamond luxury options http://www.trumphotelcollection.com/soho/",Real Estate
Congratulations to @ TrumpNewYork and @TrumpToronto for the @ WSJ coverage on perks in luxury hotels:http://on.wsj.com/1HUhP9P,Real Estate
"With our brand new Tennis Performance Center, @ TrumpGolfDC offers countless activities along with top courses http://www.trumpnationaldc.com/",Golf
"Congrats to great golfer @ Frostpga on his big win last week. Always been best putter. ""Frost Wins for Trump""",Golf
"A beautiful article by @ IvankaTrump on my newly opened golf course in NYC, Trump Links Ferry Point http://www.ivankatrump.com/trump-ferry-point/?cm_mmc=Twitter_Post-_-040715_trumpferrypoint-_-&utm_content=bufferc3a24&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …",Golf
See the amazing views from @ TrumpGolfLA located directly on the Pacific Ocean-https://youtu.be/fsGdK7Z7CpM,Golf
