state,startdate,enddate,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,poll_id
South Carolina,18-09-2016,26-09-2016,38.29094,43.7762,,46295
Florida,27-09-2016,10-04-2016,43.35806,42.20088,2.831199,46526
Montana,25-10-2016,31-10-2016,32.11705,45.10737,8.179269,47967
Maine,09-04-2016,09-10-2016,43.22691,40.91363,6.153512,45730
North Carolina,10-10-2016,10-12-2016,45.86519,42.41087,3.011841,46792
Kansas,10-07-2016,27-10-2016,35.43921,51.61127,,47726
Maryland,17-09-2016,20-09-2016,59.3917,27.74915,2.961745,45999
Florida,27-09-2016,10-02-2016,47.4982,42.39579,2.097043,46381
Minnesota,16-09-2016,20-09-2016,46.77756,40.14886,3.508512,46036
North Carolina,27-09-2016,30-09-2016,45.86539,42.26538,6.479284,46446
Pennsylvania,27-09-2016,10-02-2016,46.4616,42.31431,2.097043,46384
Florida,09-07-2016,09-12-2016,45.26657,47.2543,2.125303,45800
New Hampshire,27-09-2016,29-09-2016,43.29028,38.35562,9.564135,46300
Pennsylvania,10-05-2016,10-07-2016,48.40624,41.64859,3.351621,46570
Arkansas,10-07-2016,27-10-2016,32.31987,53.97285,,47715
North Carolina,16-09-2016,19-09-2016,42.8972,44.28033,6.873102,45935
South Carolina,10-07-2016,27-10-2016,42.10951,49.50172,,47748
Ohio,27-09-2016,10-02-2016,43.5065,48.41427,3.097043,46383
Idaho,25-10-2016,31-10-2016,26.79002,50.02716,7.489269,47954
Kansas,09-01-2016,13-10-2016,42.23185,49.06348,6.283125,47765
Nevada,10-02-2016,10-04-2016,43.58341,43.56503,6.487712,46522
Nevada,10-07-2016,27-10-2016,37.87743,40.37515,,47738
U.S.,21-10-2016,24-10-2016,46.84217,40.30696,4.549024,47470
Utah,15-10-2016,16-10-2016,28.28905,32.18398,3.366177,46879
Georgia,20-09-2016,22-09-2016,39.56585,46.32646,2.857404,46016
North Carolina,27-09-2016,10-02-2016,47.42517,44.23322,4.097043,46382
Pennsylvania,19-09-2016,23-09-2016,43.11348,41.4054,3.368428,46019
Florida,19-09-2016,21-09-2016,45.895,47.50025,1.192232,45945
Georgia,09-06-2016,09-08-2016,42.29202,46.8633,5.302505,45695
U.S.,15-09-2016,19-09-2016,45.50492,41.94456,0.8599381,45946
Georgia,15-09-2016,18-09-2016,42.58353,46.50586,5.29597,45888
Iowa,20-09-2016,22-09-2016,40.53367,41.78018,5.630104,46044
North Carolina,27-09-2016,28-09-2016,44.59116,43.479,5.351995,46290
New Hampshire,17-09-2016,20-09-2016,48.14796,40.16248,7.383026,45915
Pennsylvania,21-09-2016,22-09-2016,46.42294,45.07587,5.160413,46055
Ohio,10-10-2016,10-12-2016,44.87502,43.59918,5.011841,46790
Virginia,10-10-2016,10-12-2016,45.87065,43.5154,4.011841,46791
U.S.,27-09-2016,28-09-2016,44.68901,41.66072,4.351995,46293
Florida,10-02-2016,10-04-2016,44.57401,45.53632,1.487712,46523
West Virginia,13-09-2016,17-09-2016,28.27713,60.50538,,46536
U.S.,09-11-2016,13-09-2016,42.87307,43.67962,5.538976,45812
Utah,10-12-2016,18-10-2016,24.07866,31.67204,3.189658,47100
U.S.,22-10-2016,26-10-2016,41.76301,37.90318,6.592031,47644
U.S.,20-10-2016,23-10-2016,47.8447,38.48061,4.406551,47329
Florida,16-09-2016,19-09-2016,46.7804,42.73,3.338285,45901
Nevada,20-10-2016,22-10-2016,46.25497,43.92172,4.174792,47317
Arizona,09-06-2016,09-08-2016,38.59473,43.26527,7.302505,45694
New Hampshire,20-09-2016,25-09-2016,47.94191,44.73671,3.252794,46153
U.S.,10-03-2016,10-06-2016,45.61934,44.44695,3.474303,46553
Connecticut,09-02-2016,09-05-2016,52.16769,36.32224,5.290822,45414
Pennsylvania,28-09-2016,10-02-2016,47.69997,41.9581,2.589782,46442
Florida,10-02-2016,10-05-2016,45.07917,44.7773,3.421228,46769
New York,09-11-2016,15-09-2016,53.18782,33.66975,3.713748,45895
Texas,09-07-2016,09-10-2016,37.9503,43.14762,6.330857,45729
U.S.,18-09-2016,22-09-2016,46.92389,44.02067,3.105899,46035
Iowa,09-12-2016,14-09-2016,38.04288,47.0856,5.178931,45810
Maine,10-07-2016,27-10-2016,43.1861,39.8068,,47729
Iowa,09-06-2016,09-08-2016,41.9964,43.78161,6.160337,45704
Nebraska,10-07-2016,27-10-2016,32.99266,50.16608,,47737
West Virginia,25-10-2016,31-10-2016,38.33167,50.03146,2.249269,47991
U.S.,15-09-2016,19-09-2016,46.26916,42.26512,5.826282,46004
Maine CD-1,14-10-2016,15-10-2016,46.41408,38.68903,5.600039,47161
South Carolina,09-06-2016,09-12-2016,39.43764,53.09491,0.510172,45738
Georgia,09-09-2016,13-09-2016,40.64058,45.41447,2.502746,45814
Arkansas,09-09-2016,13-09-2016,30.82719,57.65274,1.502746,45816
Maine CD-2,14-10-2016,15-10-2016,39.12141,40.0082,8.400039,47162
Georgia,13-09-2016,21-09-2016,42.15764,48.14339,5.498275,46001
Wisconsin,15-09-2016,18-09-2016,42.96854,40.67343,6.760117,45917
Michigan,18-09-2016,24-09-2016,48.0792,43.69538,4.271595,46321
Kansas,22-08-2016,23-08-2016,38.88993,45.76975,5.299943,45271
U.S.,21-10-2016,25-10-2016,42.552,37.79633,6.449963,47645
Florida,09-10-2016,14-09-2016,43.16434,43.64437,4.681931,45884
U.S.,25-10-2016,30-10-2016,46.34087,43.85859,3.004164,47783
U.S.,22-09-2016,25-09-2016,46.08091,44.27021,4.791564,46039
Maine,14-10-2016,15-10-2016,42.91755,39.10347,6.700039,47160
North Carolina,18-09-2016,22-09-2016,42.0389,40.46471,2.477661,46163
New Jersey,09-02-2016,09-05-2016,49.05096,44.16193,1.290822,45417
South Dakota,25-10-2016,31-10-2016,24.51928,49.08972,7.799269,47982
Delaware,25-10-2016,31-10-2016,43.19619,40.63591,4.87927,47949
Kansas,09-06-2016,09-11-2016,36.94402,49.49256,5.209223,45731
Iowa,30-08-2016,31-08-2016,44.0686,42.93134,,45408
New Hampshire,09-06-2016,09-08-2016,39.95796,40.74762,10.30251,45697
Colorado,13-09-2016,21-09-2016,46.50778,43.58437,6.498275,46000
New Hampshire,10-07-2016,27-10-2016,41.59671,40.45076,,47739
Idaho,10-07-2016,27-10-2016,27.06392,53.52579,,47722
Colorado,09-09-2016,13-09-2016,40.01474,42.89221,9.502746,45813
Iowa,13-09-2016,21-09-2016,39.50716,45.58359,6.498275,46002
Virginia,09-06-2016,09-12-2016,43.0978,39.79635,4.601637,45808
Michigan,27-09-2016,28-09-2016,44.42653,39.01464,5.247202,46301
Virginia,13-09-2016,21-09-2016,47.31966,40.34745,4.498275,46003
Mississippi,10-07-2016,27-10-2016,31.9733,52.78791,,47734
Pennsylvania,09-12-2016,23-09-2016,45.00623,44.15057,1.502554,46159
U.S.,24-10-2016,29-10-2016,45.68044,42.02717,4.271009,47770
Illinois,09-12-2016,09-12-2016,53.74128,35.45907,0.48255,45732
South Carolina,09-07-2016,09-09-2016,37.59134,49.87231,3.002254,45721
Hawaii,25-10-2016,31-10-2016,50.20132,29.46707,4.25927,47952
Wisconsin,19-09-2016,20-09-2016,46.27687,38.88297,7.820467,45938
Maine,25-10-2016,31-10-2016,46.48846,32.39692,2.159269,47962
New Jersey,09-06-2016,09-10-2016,51.94287,34.52479,1.971765,46322
Colorado,10-03-2016,10-04-2016,40.80642,41.84708,8.151198,46561
California,09-12-2016,14-09-2016,60.4067,33.63719,-1.155565,45921
North Dakota,09-12-2016,17-09-2016,33.74569,47.2044,5.400142,45908
Nevada,27-09-2016,29-09-2016,45.27207,46.34649,2.474895,46316
Florida,09-06-2016,09-11-2016,46.35602,43.99162,,45820
Missouri,26-08-2016,27-08-2016,40.01129,46.96746,,45259
West Virginia,10-07-2016,27-10-2016,35.0106,56.92543,,47754
Washington,09-12-2016,14-09-2016,41.55954,31.82977,10.84444,45923
Vermont,25-10-2016,31-10-2016,62.09787,22.92896,4.95927,47988
Nevada,09-11-2016,13-09-2016,42.94249,45.96336,5.147114,45793
Illinois,19-09-2016,21-09-2016,46.1765,39.06001,3.220467,45937
New Mexico,10-07-2016,27-10-2016,43.02883,36.57658,,47741
North Dakota,25-10-2016,31-10-2016,31.1527,53.94234,5.449269,47969
U.S.,20-10-2016,24-10-2016,41.95452,39.26999,6.607491,47347
Nevada,09-06-2016,09-08-2016,41.54982,45.20564,3.302505,45696
Colorado,21-09-2016,23-09-2016,41.83916,40.65404,5.573951,46027
Colorado,14-09-2016,18-09-2016,42.77776,38.25132,8.957198,45934
Wyoming,25-10-2016,31-10-2016,31.65956,63.04874,2.989269,47992
Florida,09-07-2016,09-08-2016,44.03307,49.09407,0.3990651,45705
Vermont,09-02-2016,09-05-2016,49.32472,27.53792,9.290822,45415
Ohio,09-10-2016,19-09-2016,39.74213,43.96689,6.369838,46013
North Carolina,09-10-2016,19-09-2016,44.59303,42.78172,4.369838,46011
Pennsylvania,09-10-2016,19-09-2016,46.65981,40.86465,3.369838,46014
Nevada,09-10-2016,19-09-2016,42.75004,44.97671,2.369838,46012
Alaska,25-10-2016,31-10-2016,34.28591,38.37131,8.359269,47941
Virginia,10-11-2016,14-10-2016,45.12976,33.66482,7.617719,46869
New Hampshire,25-10-2016,31-10-2016,41.73385,43.8628,5.649269,47971
Pennsylvania,21-08-2016,28-08-2016,47.69368,43.22138,5.533543,45801
New York,28-08-2016,30-08-2016,54.11211,35.52573,4.447778,45243
U.S.,23-10-2016,28-10-2016,46.03507,41.27953,5.331444,47710
Ohio,09-07-2016,09-12-2016,42.28247,46.27481,4.125304,45799
Florida,10-05-2016,10-09-2016,49.55879,44.54653,-0.7632139,46778
Maine,15-09-2016,20-09-2016,42.29864,39.93094,8.942473,46026
Florida,10-10-2016,10-11-2016,46.33333,45.99183,3.285628,46759
Arizona,09-12-2016,14-09-2016,36.42527,40.66059,4.844435,45920
Maine CD-2,09-04-2016,09-10-2016,38.14284,48.80199,5.153512,45734
Texas,09-01-2016,09-11-2016,34.86155,42.90569,4.859652,45803
West Virginia,09-08-2016,09-10-2016,32.69237,60.85292,0.78934,46023
Arizona,26-08-2016,28-08-2016,41.95303,45.96903,,45258
District of Columbia,20-10-2016,28-10-2016,85.34534,5.602386,0.9078615,47663
Alaska,20-10-2016,28-10-2016,31.38569,45.41879,12.90786,47657
North Carolina,17-09-2016,22-09-2016,45.07912,44.32774,6.114424,46042
District of Columbia,25-10-2016,31-10-2016,52.87091,25.21288,1.409269,47948
California,09-09-2016,18-09-2016,50.93181,33.04919,6.202565,45933
U.S.,19-10-2016,23-10-2016,41.96216,38.42254,6.385911,47348
Arizona,27-08-2016,27-08-2016,40.97055,44.60987,5.575381,45246
Delaware,10-07-2016,27-10-2016,46.08356,36.93715,,47719
Illinois,21-09-2016,24-09-2016,49.40066,35.96167,1.182311,46320
Maine CD-1,09-04-2016,09-10-2016,50.30242,33.01389,6.153512,45733
Iowa,31-08-2016,09-01-2016,41.12392,45.3646,4.254417,45273
Arizona,17-10-2016,18-10-2016,41.26194,43.45131,3.618539,47097
U.S.,10-03-2016,10-05-2016,42.3088,45.60498,5.836121,46528
New Hampshire,25-10-2016,27-10-2016,47.30092,40.09418,7.836762,47648
Utah,19-08-2016,21-08-2016,24.89138,39.82474,7.775136,44918
New Mexico,19-08-2016,21-08-2016,42.21901,34.9257,13.08094,44929
Wyoming,20-10-2016,28-10-2016,22.39552,60.37405,5.907861,47706
Massachusetts,09-03-2016,09-05-2016,52.44295,34.7003,5.290822,45416
Wyoming,09-06-2016,09-11-2016,20.72834,58.33306,7.200282,45919
South Carolina,30-08-2016,09-01-2016,39.80895,51.45354,0.0193251,45404
Pennsylvania,25-10-2016,27-10-2016,47.35077,40.88691,4.836762,47651
Nevada,25-10-2016,27-10-2016,43.34124,42.9265,7.836762,47647
North Carolina,25-10-2016,27-10-2016,47.35781,44.8576,4.836762,47649
Ohio,25-10-2016,27-10-2016,46.34208,42.92303,3.836762,47650
Florida,25-10-2016,27-10-2016,42.34369,48.91636,1.836762,47646
U.S.,10-07-2016,10-08-2016,45.55745,41.70884,3.748681,46572
Florida,27-09-2016,28-09-2016,45.67693,44.63828,1.351996,46289
Arkansas,15-09-2016,17-09-2016,35.58028,56.14508,0.395596,46005
U.S.,16-09-2016,19-09-2016,44.1883,40.29833,4.906105,45927
New Mexico,10-11-2016,10-11-2016,45.04224,37.04913,11.6882,46953
Massachusetts,09-07-2016,09-10-2016,56.33409,31.85539,4.827538,45736
Rhode Island,25-10-2016,31-10-2016,43.40101,42.47255,3.549269,47980
Minnesota,09-12-2016,14-09-2016,46.25039,42.35215,2.116711,45881
U.S.,27-09-2016,29-09-2016,45.29589,42.31021,5.022889,46311
Nevada,09-12-2016,14-09-2016,43.38241,45.60659,1.844435,45922
North Carolina,09-11-2016,09-12-2016,44.17963,45.00732,1.859684,45807
U.S.,22-10-2016,27-10-2016,45.28942,41.73095,5.702779,47633
Montana,10-07-2016,27-10-2016,27.9346,46.92295,,47736
Michigan,25-10-2016,25-10-2016,46.35098,42.29546,4.045363,47541
Pennsylvania,09-12-2016,16-09-2016,43.27636,35.64976,9.113469,45879
U.S.,28-09-2016,10-02-2016,45.28895,42.40874,,46530
U.S.,25-08-2016,28-08-2016,47.01858,41.63562,3.853918,45049
Oregon,09-02-2016,09-07-2016,46.90264,33.67656,6.485996,45720
Virginia,09-09-2016,09-11-2016,46.45429,40.89522,3.6489,45722
South Dakota,20-10-2016,28-10-2016,28.39475,53.37755,7.907861,47697
Rhode Island,20-10-2016,28-10-2016,46.3456,37.6012,4.907861,47695
Texas,29-09-2016,10-01-2016,39.55576,46.20474,1.964348,46518
Montana,20-10-2016,28-10-2016,33.38877,51.40478,5.907861,47682
Delaware,20-10-2016,28-10-2016,50.41338,36.29281,3.907861,47664
Louisiana,22-09-2016,24-09-2016,36.45035,47.33055,3.938938,46053
Mississippi,20-10-2016,28-10-2016,40.45772,49.09103,1.907861,47680
U.S.,19-09-2016,22-09-2016,46.08197,45.10018,2.246893,46020
U.S.,18-10-2016,22-10-2016,43.57944,37.44644,6.064229,47349
New Hampshire,20-10-2016,28-10-2016,46.35323,36.56648,7.907861,47685
Arizona,18-08-2016,23-08-2016,39.29818,46.15978,7.917472,44934
U.S.,09-09-2016,13-09-2016,44.29945,44.36506,3.509444,45806
Kentucky,14-09-2016,16-09-2016,31.90793,44.97995,3.439668,47048
West Virginia,20-10-2016,28-10-2016,26.40121,61.34817,2.907861,47704
Maryland,20-10-2016,28-10-2016,60.42135,27.25652,3.907861,47676
North Dakota,20-10-2016,28-10-2016,29.37705,54.45807,6.907861,47690
Oklahoma,13-09-2016,15-09-2016,36.56385,51.78766,3.491154,45878
Oklahoma,20-10-2016,28-10-2016,28.42314,57.24835,6.907861,47692
Hawaii,20-10-2016,28-10-2016,47.37336,31.47492,4.907861,47667
U.S.,15-08-2016,09-12-2016,46.69374,39.44696,1.94091,45796
Maryland,18-08-2016,30-08-2016,56.59879,28.51075,2.617279,45341
Vermont,20-10-2016,28-10-2016,51.36406,25.51723,5.907861,47701
North Carolina,18-09-2016,20-09-2016,44.19159,46.4578,3.959429,45912
Nebraska,20-10-2016,28-10-2016,30.40258,53.34193,5.907861,47683
Iowa,17-08-2016,19-08-2016,42.09498,43.06158,4.944061,44902
Arkansas,20-10-2016,28-10-2016,34.41825,52.2706,2.907861,47659
Alaska,13-09-2016,15-09-2016,34.47369,42.03384,6.576738,46555
Ohio,09-12-2016,14-09-2016,41.06123,44.77759,1.942558,45809
U.S.,21-10-2016,26-10-2016,44.04982,42.55336,5.775593,47547
Idaho,20-10-2016,28-10-2016,27.39675,48.36843,11.90786,47668
Louisiana,29-08-2016,09-01-2016,38.84221,47.38281,,45438
Ohio,10-07-2016,20-10-2016,41.52127,43.50655,,47216
U.S.,17-10-2016,21-10-2016,43.30921,39.46008,5.050171,47350
Tennessee,20-10-2016,28-10-2016,36.41853,51.26933,2.907861,47698
Indiana,20-10-2016,28-10-2016,34.42241,50.25169,8.907862,47670
Louisiana,15-09-2016,17-09-2016,34.53871,51.05793,4.022496,45911
U.S.,28-10-2016,30-10-2016,42.18936,42.73657,4.09946,47856
New Hampshire,24-10-2016,26-10-2016,48.24676,40.39245,5.708097,47624
Connecticut,20-10-2016,28-10-2016,49.3853,38.42056,2.907861,47662
California,23-08-2016,30-08-2016,55.82891,34.81739,2.735748,45724
Louisiana,20-10-2016,28-10-2016,35.44321,54.15702,1.907861,47674
Florida,09-07-2016,09-09-2016,46.04093,44.01482,3.066072,45699
Missouri,10-09-2016,10-11-2016,41.87987,47.66454,2.998349,46780
Alabama,20-10-2016,28-10-2016,34.45015,53.12548,2.907861,47656
Missouri,20-10-2016,28-10-2016,35.41883,48.26796,6.907861,47681
Nevada,24-10-2016,26-10-2016,44.2955,44.17843,7.708097,47623
Iowa,20-10-2016,28-10-2016,39.3918,44.39098,5.907861,47671
Washington,20-10-2016,28-10-2016,50.38379,34.42742,5.907861,47703
South Dakota,30-09-2016,20-10-2016,29.86903,49.31535,,47221
New Mexico,20-10-2016,28-10-2016,41.39845,35.3607,15.90786,47687
Ohio,29-08-2016,09-07-2016,39.62465,43.01589,10.08329,45433
New Jersey,20-10-2016,28-10-2016,52.40109,34.3487,0.9078615,47686
Maine,20-10-2016,28-10-2016,49.36565,36.50996,3.907861,47675
Wisconsin,27-08-2016,30-08-2016,44.13863,40.69424,3.855916,45244
Kentucky,20-10-2016,28-10-2016,28.41708,61.27593,3.907861,47673
Illinois,20-10-2016,28-10-2016,49.41353,34.2921,4.907861,47669
U.S.,25-10-2016,27-10-2016,45.34169,45.92463,2.836762,47636
Rhode Island,09-02-2016,09-05-2016,46.46112,42.72525,4.290822,45419
U.S.,20-10-2016,25-10-2016,43.23882,42.54651,6.133526,47468
Michigan,09-10-2016,13-09-2016,41.17241,38.7113,5.814278,45817
Kansas,20-10-2016,28-10-2016,34.39914,47.3576,8.907862,47672
Ohio,09-07-2016,09-09-2016,48.05702,41.03606,5.066072,45700
Massachusetts,20-10-2016,28-10-2016,58.34806,29.59001,1.907861,47677
U.S.,16-10-2016,20-10-2016,45.04974,39.06695,4.651166,47174
Nevada,09-06-2016,09-07-2016,43.75409,41.31534,,45716
Pennsylvania,26-08-2016,29-08-2016,48.94297,42.46597,2.855387,45150
Illinois,13-09-2016,16-09-2016,45.84231,33.51265,4.400771,45887
Idaho,20-10-2016,24-10-2016,32.54187,44.76759,5.336159,47369
U.S.,10-10-2016,14-10-2016,43.03311,41.42523,4.369368,47052
Pennsylvania,29-08-2016,09-07-2016,46.53526,40.89199,5.083292,45434
Nevada,20-10-2016,28-10-2016,41.40928,44.31147,7.907861,47684
Maine CD-2,21-09-2016,22-09-2016,38.29546,43.8271,,46515
Ohio,26-08-2016,27-08-2016,45.06091,42.04905,,45262
Michigan,14-10-2016,20-10-2016,42.85038,41.09727,,47204
Florida,29-08-2016,09-07-2016,45.60813,44.99299,4.083292,45431
Missouri,09-09-2016,13-09-2016,35.82309,47.6475,3.502746,45815
North Carolina,29-08-2016,09-07-2016,44.46273,39.79148,11.08329,45436
North Carolina,09-12-2016,16-09-2016,45.16396,47.38926,2.85783,45886
West Virginia,20-10-2016,24-10-2016,29.35645,54.73196,6.116158,47405
Minnesota,20-10-2016,28-10-2016,45.39586,37.3725,5.907861,47679
Oregon,20-10-2016,28-10-2016,48.38774,35.40948,4.907861,47693
Indiana,09-06-2016,09-08-2016,38.25372,47.05673,6.712595,45439
South Dakota,20-10-2016,24-10-2016,34.68981,49.08913,6.196159,47397
Wisconsin,20-10-2016,28-10-2016,41.39797,42.3629,4.907861,47705
Maine CD-2,10-07-2016,10-09-2016,40.25629,43.53283,7.62331,46755
Utah,20-10-2016,28-10-2016,28.35935,33.2372,3.810775,47700
Wisconsin,26-08-2016,27-08-2016,47.12771,41.16325,,45264
Florida,15-09-2016,20-09-2016,45.55687,43.34015,4.048952,46046
North Carolina,09-05-2016,09-07-2016,43.0216,46.89132,1.715848,45429
Texas,08-12-2016,14-08-2016,39.32242,46.89047,3.529847,44862
U.S.,15-10-2016,19-10-2016,43.08999,40.07251,4.558393,47175
U.S.,26-10-2016,30-10-2016,45.44749,42.40369,5.109482,47787
Maine CD-1,15-09-2016,20-09-2016,49.96242,29.61156,,46024
Maine CD-1,10-07-2016,10-09-2016,50.18377,35.62177,4.52331,46754
Maine CD-2,15-09-2016,20-09-2016,33.2752,48.88877,,46025
New Hampshire,30-08-2016,31-08-2016,44.67386,40.6598,,45409
Michigan,22-08-2016,24-08-2016,45.72416,40.87581,3.027215,44988
New Hampshire,23-10-2016,25-10-2016,45.19978,42.65631,6.580912,47534
Arizona,20-10-2016,28-10-2016,40.40311,43.33953,5.907861,47658
South Carolina,18-08-2016,21-08-2016,40.47301,43.76588,1.439706,44927
U.S.,19-10-2016,24-10-2016,43.04134,42.32016,6.391053,47323
North Carolina,23-09-2016,23-09-2016,44.35936,42.3508,5.271187,46155
Nevada,20-10-2016,24-10-2016,41.16474,40.30553,6.966159,47389
Nevada,23-10-2016,25-10-2016,45.25583,42.4013,8.580912,47533
Arkansas,20-10-2016,24-10-2016,41.51397,45.40382,5.326159,47358
Pennsylvania,14-10-2016,20-10-2016,47.4244,39.472,,47219
North Dakota,23-09-2016,13-10-2016,32.12231,44.32265,,46848
Maine,09-02-2016,09-05-2016,46.31292,36.52171,8.290822,45418
Wyoming,20-10-2016,24-10-2016,25.5706,60.0047,8.176159,47406
North Carolina,30-08-2016,09-02-2016,47.95444,44.1022,1.918777,45320
Nebraska,20-10-2016,24-10-2016,30.20786,54.03407,6.076159,47385
Vermont,20-10-2016,24-10-2016,59.74826,22.21584,7.616158,47402
U.S.,09-01-2016,27-09-2016,50.19025,44.45387,1.808099,47328
Pennsylvania,30-08-2016,31-08-2016,46.22694,41.99157,,45410
U.S.,10-09-2016,13-10-2016,43.60364,40.13749,4.399623,46807
South Carolina,08-09-2016,08-10-2016,40.79162,44.5868,2.223088,44825
Maine,20-10-2016,24-10-2016,51.2099,33.98665,6.236159,47377
Oklahoma,20-10-2016,24-10-2016,35.38899,47.38567,7.656158,47392
Louisiana,20-10-2016,24-10-2016,38.93962,51.72013,5.026159,47374
North Carolina,20-10-2016,28-10-2016,46.4323,43.20667,3.907861,47689
Colorado,20-10-2016,28-10-2016,43.3917,38.39141,7.907861,47661
Alaska,20-10-2016,24-10-2016,42.08049,40.4113,9.016159,47356
South Carolina,20-10-2016,28-10-2016,41.44358,46.15534,2.907861,47696
New Mexico,20-10-2016,24-10-2016,52.45362,30.82781,10.44616,47388
North Carolina,20-08-2016,23-08-2016,44.78718,44.56254,3.861668,44933
U.S.,14-10-2016,18-10-2016,41.31847,42.46718,4.868555,47176
Montana,20-10-2016,24-10-2016,32.58366,46.23358,6.176159,47382
Mississippi,20-10-2016,24-10-2016,37.31453,53.38664,3.256159,47381
Virginia,09-11-2016,20-09-2016,45.7053,40.71276,4.896813,45936
Michigan,20-10-2016,28-10-2016,42.40697,41.32196,4.907861,47678
New Hampshire,26-08-2016,28-08-2016,44.60044,39.80616,,45260
Ohio,15-09-2016,22-09-2016,41.92042,40.03981,4.542468,46101
North Carolina,18-08-2016,23-08-2016,46.09358,45.81461,4.917473,44935
U.S.,19-10-2016,20-10-2016,43.00659,39.42114,6.49086,47159
U.S.,17-09-2016,20-09-2016,46.63389,44.21114,,45926
Michigan,25-08-2016,28-08-2016,46.87489,40.8899,2.745779,45047
Georgia,08-10-2016,08-12-2016,42.63787,47.54887,3.046511,44847
Arizona,10-11-2016,10-12-2016,43.55165,44.81759,3.136741,46806
U.S.,20-10-2016,24-10-2016,43.32538,40.99193,5.036159,47407
Oregon,09-01-2016,09-06-2016,43.0471,31.10141,5.155453,45425
U.S.,23-10-2016,29-10-2016,45.8231,44.36852,,47791
North Dakota,20-10-2016,24-10-2016,24.55162,53.381,4.886158,47384
U.S.,18-10-2016,23-10-2016,42.64898,42.77271,5.569473,47240
Kentucky,20-10-2016,24-10-2016,38.60277,43.87056,8.066158,47373
U.S.,09-08-2016,13-09-2016,43.52538,40.64386,9.313189,45795
U.S.,24-08-2016,29-08-2016,44.16647,38.49082,6.617544,45267
Connecticut,20-10-2016,24-10-2016,48.10009,39.21354,2.476159,47362
U.S.,27-10-2016,29-10-2016,42.11398,43.01028,3.954124,47855
U.S.,10-01-2016,10-03-2016,45.11558,43.64558,3.348454,46438
Maine CD-2,09-02-2016,09-05-2016,38.42759,42.10452,10.29082,45421
Maine CD-1,09-02-2016,09-05-2016,54.38956,31.72697,5.590822,45420
U.S.,24-10-2016,26-10-2016,45.29604,45.17604,3.708097,47552
Ohio,20-10-2016,28-10-2016,38.41043,45.30619,5.907861,47691
Texas,20-10-2016,28-10-2016,38.41894,47.26748,4.907861,47699
Ohio,18-08-2016,21-08-2016,43.92419,41.88272,6.873468,44911
South Carolina,15-08-2016,17-08-2016,38.84652,43.44614,3.884117,44905
Maine,10-07-2016,10-09-2016,45.47077,39.33237,6.02331,46753
Virginia,20-10-2016,28-10-2016,47.42016,39.26192,4.907861,47702
U.S.,13-10-2016,17-10-2016,42.16533,39.92865,4.986693,47049
Missouri,19-08-2016,22-08-2016,43.87155,46.75298,4.864666,44922
U.S.,10-08-2016,10-12-2016,43.89159,40.13862,4.541638,46808
U.S.,09-01-2016,09-04-2016,44.37091,45.60469,2.933794,45340
Arizona,10-07-2016,13-10-2016,37.01844,45.15895,,46818
Oregon,20-10-2016,24-10-2016,53.4826,32.71952,4.976159,47393
Kansas,20-10-2016,24-10-2016,41.03432,39.79388,7.866158,47372
New York,20-10-2016,28-10-2016,55.40629,32.32505,0.9078615,47688
South Carolina,20-10-2016,24-10-2016,34.96,47.868,5.636158,47396
Tennessee,20-10-2016,24-10-2016,32.44425,50.87222,4.116158,47398
Florida,18-08-2016,24-08-2016,45.60631,42.97513,3.428634,44992
District of Columbia,20-10-2016,24-10-2016,66.37902,18.63358,6.066159,47363
U.S.,09-10-2016,16-09-2016,47.00304,46.07303,5.022579,45906
Virginia,27-09-2016,30-09-2016,44.31816,39.56787,7.687624,46324
Iowa,20-10-2016,24-10-2016,44.93678,38.00613,7.376159,47368
Rhode Island,20-10-2016,24-10-2016,51.36929,35.75208,6.606159,47395
U.S.,09-05-2016,09-08-2016,46.37129,42.67052,5.76199,45693
Vermont,16-09-2016,10-06-2016,45.37228,21.40495,,46674
Alabama,20-10-2016,24-10-2016,27.18675,63.72022,1.786159,47357
Texas,14-10-2016,20-10-2016,37.11015,52.80742,,47223
U.S.,17-10-2016,22-10-2016,42.26626,44.39661,4.947792,47235
North Carolina,10-07-2016,13-10-2016,44.72333,43.08391,,46847
California,23-08-2016,30-08-2016,50.7233,36.71178,,45723
Hawaii,20-10-2016,24-10-2016,51.47781,34.44232,6.236159,47367
U.S.,28-08-2016,09-01-2016,44.35595,42.94164,6.40614,45406
U.S.,20-10-2016,24-10-2016,43.24796,43.76526,4.296371,47327
Illinois,14-10-2016,20-10-2016,55.59747,28.45977,,47195
Pennsylvania,20-10-2016,28-10-2016,45.42251,42.25125,2.907861,47694
Georgia,14-09-2016,14-09-2016,43.15305,47.92243,6.678881,45811
Florida,18-10-2016,25-10-2016,45.25081,45.74933,1.296371,47532
North Carolina,18-10-2016,25-10-2016,46.271,44.63628,5.296371,47535
Ohio,18-10-2016,25-10-2016,41.24852,45.76218,5.296371,47536
Pennsylvania,18-10-2016,25-10-2016,48.26093,41.69267,4.296371,47537
Delaware,20-10-2016,24-10-2016,38.99895,40.36192,4.306159,47364
U.S.,10-12-2016,16-10-2016,42.61852,39.66837,4.517375,47050
U.S.,22-10-2016,28-10-2016,46.62262,43.7951,,47790
U.S.,22-09-2016,25-09-2016,41.7214,44.12028,,46531
